OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History
394,5896,LR1 RC (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR1 RC,Lowrise 1 Residential-Commercial,Lowrise 1,Lowrise 1 Residential-Commercial,LR1 RC,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR1 RC (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
395,5898,LR3 RC (M), ,125791,4/19/2019 12:00:00 AM, , , ,SS, ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR3 RC,Lowrise 3 Residential-Commercial,Lowrise 3,Lowrise 3 Residential-Commercial,LR3 RC,LR3, ,123495,4/19/2011 12:00:00 AM, , , ,SS, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR3 RC (M),ORD125791,04/19/2019    LR3,ORD123495,04/19/2011    L-3"
396,5900,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
397,5904,LR3 (M2), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M2,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M2),ORD125791,04/19/2019    SF 5000,05/01/1994"
398,5905,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
399,5906,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
400,5907,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
401,5908,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
402,5909,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
403,5910,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
404,5911,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
405,5912,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
406,5916,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
407,5918,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
408,5919,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
409,5922,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 7200, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 7200,05/01/1994"
410,5926,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
411,5927,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
412,5928,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
413,5932,LR3 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M1),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-1"
414,5933,MR (M2), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M2,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M2),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-1"
415,5936,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
416,5945,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
417,5947,LR3 (M2), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M2,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M2),ORD125791,04/19/2019    SF 5000,05/01/1994"
418,5954,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
419,5446,MR (M2), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M2,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M2),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-1"
420,5447,LR3 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M1),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-1"
421,5448,LR3 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M1),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-1"
422,5450,LR3 (M), ,125791,4/19/2019 12:00:00 AM, , , ,NG, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 12:00:00 AM, , , ,NG, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019    LR3,ORD123495,04/19/2011    L-3"
423,5454,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
424,5455,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 7200, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 7200,05/01/1994"
425,5460,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
426,5461,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
427,5462,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
428,5464,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
429,5465,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
430,5470,LR1 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
431,5473,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
432,5474,LR2 (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,SF 5000, ,0,, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M1),ORD125791,04/19/2019    SF 5000,05/01/1994"
433,5476,LR3 RC (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR3 RC,Lowrise 3 Residential-Commercial,Lowrise 3,Lowrise 3 Residential-Commercial,LR3 RC,LR3 RC, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR3 RC (M),ORD125791,04/19/2019    LR3 RC,ORD123495,04/19/2011    L-3 RC"
434,5477,LR1 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD125791,04/19/2019    LR1,ORD123495,04/19/2011    L-1"
435,5478,LR1 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD125791,04/19/2019    LR1,ORD123495,04/19/2011    LDT"
436,5479,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
437,5480,LR3 RC (M), ,125791,4/19/2019 12:00:00 AM, , ,UC, , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR3 RC,Lowrise 3 Residential-Commercial,Lowrise 3,Lowrise 3 Residential-Commercial,LR3 RC,LR3 RC, ,124750,6/15/2015 12:00:00 AM, , ,UC, , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR3 RC (M),ORD125791,04/19/2019    LR3 RC,ORD124750,06/15/2015    LR3 RC,ORD123495,04/19/2011"
